NDO_No,Shrt_Desc,Cholestrl_(mg),Protein_(g),Energ_Kcal,Water_(g)
03121,Babyfood vegetables peas strained,0.0,3.27,50.0,87.52
03127,Babyfood vegetables spinach creamed strained,5.0,2.5,37.0,89.6
03105,Babyfood vegetables squash junior,0.0,0.81,24.0,92.66
03104,Babyfood vegetables squash strained,0.0,0.81,28.0,92.66
03108,Babyfood vegetables sweet potatoes strained,0.0,1.1,57.0,84.8
03109,Babyfood vegetables sweet potatoes junior,0.0,1.1,60.0,84.1
03024,Babyfood water bottled GERBER without added fluoride.,--,0.0,--,99.9
03956,Babyfood yogurt whole milk with fruit multigrain cereal and added DHA fortified,14.0,3.4,98.0,79.16
03965,Babyfood yogurt whole milk with fruit multigrain cereal and added iron fortified,10.0,3.05,92.0,80.21
07921,Bacon and beef sticks,102.0,29.1,517.0,21.6
43212,Bacon bits meatless,0.0,32.0,476.0,8.0
16104,Bacon meatless,0.0,11.69,309.0,48.98
07974,Bacon turkey low sodium,100.0,13.33,253.0,58.93
18005,Bagels cinnamon-raisin,0.0,9.8,274.0,32.0
18006,Bagels cinnamon-raisin toasted,0.0,10.6,294.0,26.9
18003,Bagels egg,24.0,10.6,278.0,32.7
28322,Bagels multigrain,6.0,9.9,241.0,39.4
18007,Bagels oat bran,0.0,10.7,255.0,32.9
18001,Bagels plain enriched with calcium propionate (includes onion poppy sesame),0.0,10.56,264.0,33.81
18002,Bagels plain enriched with calcium propionate (includes onion poppy sesame) toasted,0.0,11.14,287.0,28.27
18406,Bagels plain enriched without calcium propionate (includes onion poppy sesame),0.0,10.5,275.0,32.6
18407,Bagels plain unenriched with calcium propionate (includes onion poppy sesame),0.0,10.5,275.0,32.6
18408,Bagels plain unenriched without calcium propionate(includes onion poppy sesame),0.0,10.5,275.0,32.6
18968,Bagels wheat,0.0,10.2,250.0,37.55
28319,Bagels whole grain white,0.0,9.3,255.0,34.52
19146,Baking chocolate MARS SNACKFOOD US M&ampM's Milk Chocolate Mini Baking Bits,15.0,4.78,502.0,1.5
19139,Baking chocolate MARS SNACKFOOD US M&ampM's Semisweet Chocolate Mini Baking Bits,3.0,4.44,517.0,1.27
19124,Baking chocolate mexican squares,0.0,3.64,426.0,1.59
19077,Baking chocolate unsweetened liquid,0.0,12.1,472.0,0.9
19078,Baking chocolate unsweetened squares,2.0,14.32,642.0,1.34
11710,Balsam-pear (bitter gourd) leafy tips cooked boiled drained with salt,0.0,3.6,32.0,88.69
11023,Balsam-pear (bitter gourd) leafy tips cooked boiled drained without salt,0.0,3.6,34.0,88.69
11022,Balsam-pear (bitter gourd) leafy tips raw,0.0,5.3,30.0,89.25
11711,Balsam-pear (bitter gourd) pods cooked boiled drained with salt,0.0,0.84,19.0,93.95
11025,Balsam-pear (bitter gourd) pods cooked boiled drained without salt,0.0,0.84,19.0,93.95
11024,Balsam-pear (bitter gourd) pods raw,0.0,1.0,17.0,94.03
11028,Bamboo shoots canned drained solids,0.0,1.72,19.0,94.32
11712,Bamboo shoots cooked boiled drained with salt,0.0,1.53,11.0,95.92
11027,Bamboo shoots cooked boiled drained without salt,0.0,1.53,12.0,95.92
11026,Bamboo shoots raw,0.0,2.6,27.0,91.0
09041,Bananas dehydrated or banana powder,0.0,3.89,346.0,3.0
09040,Bananas raw,0.0,1.09,89.0,74.91
32035,BANQUET Salisbury Steak With Gravy family size frozen unprepared,36.0,6.89,155.0,73.47
18991,BARBARA DEE Winter Mints Cookies,0.0,3.9,515.0,2.0
07001,Barbecue loaf pork beef,37.0,15.84,173.0,64.82
20130,Barley flour or meal,0.0,10.5,345.0,12.11
20131,Barley malt flour,0.0,10.28,361.0,8.21
20004,Barley hulled,0.0,12.48,354.0,9.44
20006,Barley pearled cooked,0.0,2.26,123.0,68.8
20005,Barley pearled raw,0.0,9.91,352.0,10.09
02044,Basil fresh,0.0,3.15,23.0,92.06
16302,Beans adzuki mature seed cooked boiled with salt,0.0,7.52,128.0,66.29
16003,Beans adzuki mature seeds canned sweetened,0.0,3.8,237.0,40.58
16002,Beans adzuki mature seeds cooked boiled without salt,0.0,7.52,128.0,66.29
16001,Beans adzuki mature seeds raw,0.0,19.87,329.0,13.44
43449,Beans baked canned no salt added,0.0,4.8,105.0,72.6
16006,Beans baked canned plain or vegetarian,0.0,4.75,94.0,72.0
16007,Beans baked canned with beef,22.0,6.38,121.0,71.33
16008,Beans baked canned with franks,6.0,6.75,142.0,69.34
16009,Beans baked canned with pork,7.0,5.19,106.0,71.46
16010,Beans baked canned with pork and sweet sauce,7.0,4.52,105.0,71.48
16011,Beans baked canned with pork and tomato sauce,7.0,5.15,94.0,73.5
16005,Beans baked home prepared,5.0,5.54,155.0,65.17
16018,Beans black turtle mature seeds canned,0.0,6.03,91.0,75.64
16317,Beans black turtle mature seeds cooked boiled with salt,0.0,8.18,130.0,65.74
16017,Beans black turtle mature seeds cooked boiled without salt,0.0,8.18,130.0,65.74
16016,Beans black turtle mature seeds raw,0.0,21.25,339.0,11.0
16316,Beans black mature seeds canned low sodium,0.0,6.03,91.0,75.64
16315,Beans black mature seeds cooked boiled with salt,0.0,8.86,132.0,65.74
16015,Beans black mature seeds cooked boiled without salt,0.0,8.86,132.0,65.74
16014,Beans black mature seeds raw,0.0,21.6,341.0,11.02
43112,Beans chili barbecue ranch style cooked,0.0,5.0,97.0,75.5
16021,Beans cranberry (roman) mature seeds canned,0.0,5.54,83.0,77.56
16320,Beans cranberry (roman) mature seeds cooked boiled with salt,0.0,9.34,136.0,64.65
16020,Beans cranberry (roman) mature seeds cooked boiled without salt,0.0,9.34,136.0,64.65
16019,Beans cranberry (roman) mature seeds raw,0.0,23.03,335.0,12.39
11973,Beans fava in pod raw,0.0,7.92,88.0,72.6
16323,Beans french mature seeds cooked boiled with salt,0.0,7.05,129.0,66.57
16023,Beans french mature seeds cooked boiled without salt,0.0,7.05,129.0,66.57
16022,Beans french mature seeds raw,0.0,18.81,343.0,10.77
16026,Beans great northern mature seeds canned,0.0,7.37,114.0,69.89
16326,Beans great northern mature seeds canned low sodium,0.0,7.37,114.0,69.89
16325,Beans great northern mature seeds cooked boiled with salt,0.0,8.33,118.0,69.0
16025,Beans great northern mature seeds cooked boiled without salt,0.0,8.33,118.0,69.0
16024,Beans great northern mature seeds raw,0.0,21.86,339.0,10.7
16029,Beans kidney all types mature seeds canned,0.0,5.22,84.0,78.04
16328,Beans kidney all types mature seeds cooked boiled with salt,0.0,8.67,127.0,66.94
16028,Beans kidney all types mature seeds cooked boiled without salt,0.0,8.67,127.0,66.94
16027,Beans kidney all types mature seeds raw,0.0,23.58,333.0,11.75
16331,Beans kidney california red mature seeds cooked boiled with salt,0.0,9.13,124.0,66.93
16031,Beans kidney california red mature seeds cooked boiled without salt,0.0,9.13,124.0,66.93
16030,Beans kidney california red mature seeds raw,0.0,24.37,330.0,11.75
11029,Beans kidney mature seeds sprouted raw,0.0,4.2,29.0,90.7
16145,Beans kidney red mature seeds canned drained solids,0.0,7.98,124.0,68.11
16335,Beans kidney red mature seeds canned drained solids rinsed in tap water,0.0,8.12,121.0,68.86
16337,Beans kidney red mature seeds canned solids and liquid low sodium,0.0,5.22,81.0,77.96
16034,Beans kidney red mature seeds canned solids and liquids,0.0,5.22,81.0,77.96
16333,Beans kidney red mature seeds cooked boiled with salt,0.0,8.67,127.0,66.94
16033,Beans kidney red mature seeds cooked boiled without salt,0.0,8.67,127.0,66.94
16032,Beans kidney red mature seeds raw,0.0,22.53,337.0,11.75
16336,Beans kidney royal red mature seeds cooked boiled with salt,0.0,9.49,123.0,66.99
16036,Beans kidney royal red mature seeds cooked boiled without salt,0.0,9.49,123.0,66.99
16035,Beans kidney royal red mature seeds raw,0.0,25.33,329.0,11.9
43125,Beans liquid from stewed kidney beans,4.0,1.8,47.0,91.5
11626,Beans mung mature seeds sprouted canned drained solids,0.0,1.4,12.0,96.1
16039,Beans navy mature seeds canned,0.0,7.53,113.0,70.45
16338,Beans navy mature seeds cooked boiled with salt,0.0,8.23,140.0,63.81
11046,Beans navy mature seeds sprouted raw,0.0,6.15,67.0,79.15
16341,Beans pink mature seeds cooked boiled with salt,0.0,9.06,149.0,61.2
16041,Beans pink mature seeds cooked boiled without salt,0.0,9.06,149.0,61.2
16040,Beans pink mature seeds raw,0.0,20.96,343.0,10.06
16146,Beans pinto canned drained solids,0.0,6.99,114.0,70.6
11720,Beans pinto immature seeds frozen cooked boiled drained with salt,0.0,9.31,162.0,58.01
11049,Beans pinto immature seeds frozen cooked boiled drained without salt,0.0,9.31,162.0,58.01
11048,Beans pinto immature seeds frozen unprepared,0.0,9.8,170.0,55.8
16345,Beans pinto mature seeds canned drained solids rinsed in tap water,0.0,7.04,117.0,70.0
16044,Beans pinto mature seeds canned solids and liquids,0.0,4.6,82.0,78.19
16347,Beans pinto mature seeds canned solids and liquids low sodium,0.0,4.6,82.0,78.19
16343,Beans pinto mature seeds cooked boiled with salt,0.0,9.01,143.0,62.95
16043,Beans pinto mature seeds cooked boiled without salt,0.0,9.01,143.0,62.95
16042,Beans pinto mature seeds raw,0.0,21.42,347.0,11.33
11050,Beans shellie canned solids and liquids,0.0,1.76,30.0,90.69
16346,Beans small white mature seeds cooked boiled with salt,0.0,8.97,142.0,63.24
16046,Beans small white mature seeds cooked boiled without salt,0.0,8.97,142.0,63.24
16045,Beans small white mature seeds raw,0.0,21.11,336.0,11.71
11058,Beans snap canned all styles seasoned solids and liquids,0.0,0.83,16.0,94.3
11729,Beans snap green canned no salt added drained solids,0.0,1.12,22.0,93.38
11726,Beans snap green canned no salt added solids and liquids,0.0,0.8,15.0,94.68
11056,Beans snap green canned regular pack drained solids,0.0,1.12,22.0,93.38
11054,Beans snap green canned regular pack solids and liquids,0.0,0.72,15.0,95.06
11723,Beans snap green cooked boiled drained with salt,0.0,1.89,35.0,89.22
11053,Beans snap green cooked boiled drained without salt,0.0,1.89,35.0,89.22
11060,Beans snap green frozen all styles unprepared,0.0,1.79,39.0,89.93
11061,Beans snap green frozen cooked boiled drained without salt,0.0,1.49,28.0,91.42
11731,Beans snap green frozen cooked boiled drained with salt,0.0,1.49,28.0,91.42
11052,Beans snap green raw,0.0,1.83,31.0,90.32
11933,Beans snap yellow canned no salt added drained solids,0.0,1.15,20.0,93.3
11728,Beans snap yellow canned no salt added solids and liquids,0.0,0.8,15.0,94.68
11932,Beans snap yellow canned regular pack drained solids,0.0,1.15,20.0,93.3
11727,Beans snap yellow canned regular pack solids and liquids,0.0,0.8,15.0,94.68
11725,Beans snap yellow cooked boiled drained with salt,0.0,1.89,35.0,89.22
11724,Beans snap yellow cooked boiled drained without salt,0.0,1.89,35.0,89.22
11730,Beans snap yellow frozen all styles unprepared,0.0,1.8,33.0,89.88
11733,Beans snap yellow frozen cooked boiled drained with salt,0.0,1.49,28.0,91.42
11732,Beans snap yellow frozen cooked boiled drained without salt,0.0,1.49,28.0,91.42
11722,Beans snap yellow raw,0.0,1.82,31.0,90.27
16051,Beans white mature seeds canned,0.0,7.26,114.0,70.1
16350,Beans white mature seeds cooked boiled with salt,0.0,9.73,139.0,63.08
16050,Beans white mature seeds cooked boiled without salt,0.0,9.73,139.0,63.08
16049,Beans white mature seeds raw,0.0,23.36,333.0,11.32
16348,Beans yellow mature seeds cooked boiled with salt,0.0,9.16,144.0,62.98
16048,Beans yellow mature seeds cooked boiled without salt,0.0,9.16,144.0,62.98
16047,Beans yellow mature seeds raw,0.0,22.0,345.0,11.1
18993,BEAR NAKED Double Chocolate Cookies,0.0,6.6,423.0,7.5
18994,BEAR NAKED Fruit &amp Nut Cookies,0.0,7.5,443.0,8.0
23491,"Beef composite separable lean only trimmed to 1/8"" fat choice cooked",82.0,28.73,203.0,61.51
22402,Beef macaroni with tomato sauce frozen entree reduced fat,10.0,5.89,113.0,73.0
22529,Beef Pot Pie frozen entree prepared,21.0,7.25,220.0,58.05
07956,Beef sausage fresh cooked,82.0,18.21,332.0,51.12
07954,Beef sausage pre-cooked,83.0,15.5,405.0,43.75
22905,Beef stew canned entree,13.0,4.41,99.0,80.78
23296,Beef Australian imported grass-fed  external fat raw,66.0,11.32,509.0,36.51
23293,Beef Australian imported grass-fed ground 85% lean / 15% fat raw,66.0,17.72,234.0,63.56
23302,Beef Australian imported grass-fed loin tenderloin steak/roast boneless separable lean and fat raw,50.0,20.53,151.0,71.21
23294,Beef Australian imported grass-fed loin tenderloin steak/roast boneless separable lean only raw,49.0,20.85,138.0,72.42
23305,Beef Australian imported grass-fed loin top loin steak/roast boneless separable lean and fat raw,46.0,19.9,199.0,66.42
23303,Beef Australian imported grass-fed loin top loin steak/roast boneless separable lean only raw,41.0,21.79,131.0,72.95
23315,Beef Australian imported grass-fed loin top sirloin cap-off steak/roast boneless separable lean and fat raw,55.0,21.77,127.0,73.65
23306,Beef Australian imported grass-fed loin top sirloin cap-off steak/roast boneless separable lean only raw,54.0,21.9,122.0,74.1
23316,Beef Australian imported grass-fed rib ribeye steak/roast lip-on boneless separable lean and fat raw,52.0,19.8,217.0,64.6
23307,Beef Australian imported grass-fed rib ribeye steak/roast lip-on boneless separable lean only raw,50.0,21.47,160.0,70.09
23317,Beef Australian imported grass-fed round bottom round steak/roast boneless separable lean and fat raw,55.0,21.13,140.0,72.33
23308,Beef Australian imported grass-fed round bottom round steak/roast boneless separable lean only raw,54.0,21.4,130.0,73.31
23318,Beef Australian imported grass-fed round top round cap-off steak/roast boneless separable lean and fat raw,47.0,22.24,129.0,72.52
23309,Beef Australian imported grass-fed round top round cap-off steak/roast boneless separable lean only raw,48.0,22.41,129.0,73.05
23297,Beef Australian imported grass-fed seam fat raw,65.0,9.58,562.0,31.2
23298,Beef Australian imported Wagyu external fat Aust. marble score 4/5 raw,73.0,6.54,596.0,30.25
23300,Beef Australian imported Wagyu external fat Aust. marble score 9 raw,95.0,5.54,639.0,25.17
23304,Beef Australian imported Wagyu loin tenderloin steak/roast boneless separable lean and fat Aust. marble score 4/5 raw,60.0,19.71,206.0,65.2
23323,Beef Australian imported Wagyu loin tenderloin steak/roast boneless separable lean and fat Aust. marble score 9 raw,74.0,18.5,248.0,60.9
23295,Beef Australian imported Wagyu loin tenderloin steak/roast boneless separable lean only Aust. marble score 4/5 raw,59.0,20.19,191.0,66.47
23310,Beef Australian imported Wagyu loin tenderloin steak/roast boneless separable lean only Aust. marble score 9 raw,74.0,18.87,237.0,61.91
23319,Beef Australian imported Wagyu loin top loin steak/roast boneless separable lean and fat Aust. marble score 4/5 raw,63.0,17.67,289.0,57.21
23311,Beef Australian imported Wagyu loin top loin steak/roast boneless separable lean only Aust. marble score 4/5 raw,58.0,20.15,223.0,63.07
23312,Beef Australian imported Wagyu loin top loin steak/roast boneless separable lean only Aust. marble score 9 raw,61.0,16.92,331.0,53.09
23320,Beef Australian imported Wagyu loin top loin steak/roast separable lean and fat Aust. marble score 9 raw,68.0,14.58,392.0,47.68
23321,Beef Australian imported Wagyu rib small end rib steak/roast boneless separable lean and fat Aust. marble score 4/5 raw,76.0,17.07,317.0,54.63
23322,Beef Australian imported Wagyu rib small end rib steak/roast boneless separable lean and fat Aust. marble score 9 raw,82.0,14.54,405.0,46.27
23313,Beef Australian imported Wagyu rib small end rib steak/roast boneless separable lean only Aust. marble score 4/5 raw,72.0,20.35,234.0,61.92
23314,Beef Australian imported Wagyu rib small end rib steak/roast boneless separable lean only Aust. marble score 9 raw,77.0,17.61,330.0,52.58
23299,Beef Australian imported Wagyu seam fat Aust. marble score 4/5 raw,95.0,6.0,594.0,30.44
23301,Beef Australian imported Wagyu seam fat Aust. marble score 9 raw,96.0,5.16,627.0,28.13
43384,Beef bologna reduced sodium,56.0,11.7,310.0,54.8
13953,"Beef bottom sirloin tri-tip roast separable lean and fat trimmed to 0"" fat all grades cooked roasted",83.0,26.05,211.0,62.63
13954,"Beef bottom sirloin tri-tip roast separable lean and fat trimmed to 0"" fat all grades raw",66.0,20.64,165.0,70.08
13955,"Beef bottom sirloin tri-tip roast separable lean and fat trimmed to 0"" fat choice cooked roasted",85.0,25.66,221.0,61.82
13956,"Beef bottom sirloin tri-tip roast separable lean and fat trimmed to 0"" fat choice raw",68.0,20.64,174.0,69.37
13957,"Beef bottom sirloin tri-tip roast separable lean and fat trimmed to 0"" fat select cooked roasted",81.0,26.44,201.0,63.45
13958,"Beef bottom sirloin tri-tip roast separable lean and fat trimmed to 0"" fat select raw",65.0,20.64,157.0,70.73
23646,"Beef bottom sirloin tri-tip roast separable lean only trimmed to 0"" fat all grades raw",61.0,21.26,142.0,72.41
23647,"Beef bottom sirloin tri-tip roast separable lean only trimmed to 0"" fat choice cooked roasted",80.0,26.34,193.0,63.79
23648,"Beef bottom sirloin tri-tip roast separable lean only trimmed to 0"" fat choice raw",64.0,21.17,154.0,71.33
23649,"Beef bottom sirloin tri-tip roast separable lean only trimmed to 0"" fat select cooked roasted",76.0,27.17,179.0,65.55
23650,"Beef bottom sirloin tri-tip roast separable lean only trimmed to 0"" fat select raw",59.0,21.34,129.0,73.48
13595,"Beef brisket flat half boneless separable lean only trimmed to 0"" fat all grades raw",67.0,21.47,132.0,72.7
13904,"Beef brisket flat half boneless separable lean and fat trimmed to 0"" fat all grades raw",67.0,20.32,165.0,69.89
13975,"Beef brisket flat half boneless separable lean and fat trimmed to 0"" fat choice raw",67.0,20.15,169.0,69.47
13983,"Beef brisket flat half boneless separable lean and fat trimmed to 0"" fat select raw",69.0,20.57,158.0,70.52
13596,"Beef brisket flat half boneless separable lean only trimmed to 0"" fat choice raw",67.0,21.28,137.0,72.21
13597,"Beef brisket flat half boneless separable lean only trimmed to 0"" fat select raw",69.0,21.74,124.0,73.43
13369,"Beef brisket flat half separable lean and fat trimmed to 0"" fat all grades cooked braised",92.0,32.9,213.0,58.9
13165,"Beef brisket flat half separable lean and fat trimmed to 0"" fat choice cooked braised",92.0,32.21,221.0,58.42
13950,"Beef brisket flat half separable lean and fat trimmed to 0"" fat select cooked braised",93.0,33.59,205.0,59.38
13806,"Beef brisket flat half separable lean and fat trimmed to 1/8"" fat all grades cooked braised",106.0,28.82,289.0,52.48
13805,"Beef brisket flat half separable lean and fat trimmed to 1/8"" fat all grades raw",92.0,17.94,277.0,59.07
23660,"Beef brisket flat half separable lean and fat trimmed to 1/8"" fat choice cooked braised",107.0,28.66,298.0,51.58
23658,"Beef brisket flat half separable lean and fat trimmed to 1/8"" fat choice raw",91.0,18.12,278.0,58.8
13055,"Beef brisket flat half separable lean and fat trimmed to 1/8"" fat select cooked braised",107.0,28.97,280.0,53.39
23659,"Beef brisket flat half separable lean and fat trimmed to 1/8"" fat select raw",94.0,17.77,276.0,59.34
13370,"Beef brisket flat half separable lean only trimmed to 0"" fat all grades cooked braised",100.0,33.26,205.0,59.55
13343,"Beef brisket flat half separable lean only trimmed to 0"" fat choice cooked braised",99.0,32.62,212.0,59.18
13485,"Beef brisket flat half separable lean only trimmed to 0"" fat select cooked braised",102.0,33.9,198.0,59.92
23595,"Beef brisket flat half separable lean only trimmed to 1/8"" fat all grades cooked braised",97.0,33.15,196.0,60.61
23596,"Beef brisket flat half separable lean only trimmed to 1/8"" fat all grades raw",65.0,21.57,127.0,73.76
23615,"Beef brisket flat half separable lean only trimmed to 1/8"" fat choice cooked braised",97.0,33.13,203.0,59.82
23613,"Beef brisket flat half separable lean only trimmed to 1/8"" fat choice raw",65.0,21.69,129.0,73.27
23634,"Beef brisket flat half separable lean only trimmed to 1/8"" fat select cooked braised",98.0,33.18,189.0,61.39
23632,"Beef brisket flat half separable lean only trimmed to 1/8"" fat select raw",66.0,21.45,124.0,74.26
13371,"Beef brisket point half separable lean and fat trimmed to 0"" fat all grades cooked braised",92.0,23.53,358.0,46.05
13808,"Beef brisket point half separable lean and fat trimmed to 1/8"" fat all grades cooked braised",92.0,24.4,349.0,48.3
13807,"Beef brisket point half separable lean and fat trimmed to 1/8"" fat all grades raw",71.0,17.65,265.0,59.96
13372,"Beef brisket point half separable lean only trimmed to 0"" fat all grades cooked braised",91.0,28.05,244.0,55.7
13367,"Beef brisket whole separable lean and fat trimmed to 0"" fat all grades cooked braised",93.0,26.79,291.0,51.54
13804,"Beef brisket whole separable lean and fat trimmed to 1/8"" fat all grades cooked braised",93.0,25.85,331.0,49.58
13803,"Beef brisket whole separable lean and fat trimmed to 1/8"" fat all grades raw",68.0,18.42,251.0,61.08
13023,Beef brisket whole separable lean only all grades raw,62.0,20.72,155.0,70.29
13368,"Beef brisket whole separable lean only trimmed to 0"" fat all grades cooked braised",93.0,29.75,218.0,57.71
13001,Beef carcass separable lean and fat choice raw,74.0,17.32,291.0,57.26
